scientificName,vernacularName,family,genus,sourceStatus,status
Eucalyptus parramattensis subsp. decadens,"Earp's Gum, Earp's Dirty Gum",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus parvula,Small-leaved Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus platydisca,Jimberlana Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus pruiniramis,"Midlands Gum, Jingymia Gum",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus pulverulenta,"Silver-leaved Mountain Gum, Silver-leaved Gum",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus pumila,Pokolbin Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus raveretiana,Black Ironbox,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus recta,Silver Mallet,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus recurva,Mongarlowe Mallee,Myrtaceae,Eucalyptus,Critically Endangered,Critically Endangered
Eucalyptus rhodantha,Rose Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus robertsonii subsp. hemisphaerica,Robertson's Peppermint,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus rubida subsp. barbigerorum,Blackbutt Candlebark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus scoparia,"Wallangarra White Gum, Willow Gum",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
"Eucalyptus sp. Cattai (Gregson s.n., 28 Aug 1954)",-,Myrtaceae,Eucalyptus,Critically Endangered,Critically Endangered
Eucalyptus sp. Howes Swamp Creek (M.Doherty 26),-,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus steedmanii,Steedmans Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus strzeleckii,Strzelecki Gum,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus suberea,"Cork Mallee, Mount Lesueur Mallee",Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus synandra,Jingymia Mallee,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus tetrapleura,Square-fruited Ironbark,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus virens,-,Myrtaceae,Eucalyptus,Vulnerable,Vulnerable
Eucalyptus x balanites,"Cadda Road Mallee, Cadda Mallee",Myrtaceae,Eucalyptus,Endangered,Endangered
Eucalyptus x phylacis,Meelup Mallee,Myrtaceae,Eucalyptus,Endangered,Endangered
Eucryphia wilkiei,-,Eucryphiaceae,Eucryphia,Vulnerable,Vulnerable
Eulamprus leuraensis,Blue Mountains Water Skink,Scincidae,Eulamprus,Endangered,Endangered
Eulamprus tympanum marnieae,"Corangamite Water Skink, Dreeite Water Skink",Scincidae,Eulamprus,Endangered,Endangered
Euphorbia carissoides,-,Euphorbiaceae,Euphorbia,Vulnerable,Vulnerable
Euphorbia norfolkiana,Norfolk Island Euphorbia,Euphorbiaceae,Euphorbia,Critically Endangered,Critically Endangered
Euphorbia obliqua,a herb,Euphorbiaceae,Euphorbia,Vulnerable,Vulnerable
Euphrasia amphisysepala,Shiny Cliff Eyebright,Scrophulariaceae,Euphrasia,Vulnerable,Vulnerable
Euphrasia arguta,-,Scrophulariaceae,Euphrasia,Critically Endangered,Critically Endangered
Euphrasia bella,"Lamington Eyebright, Mt. Merino Eyebright",Scrophulariaceae,Euphrasia,Vulnerable,Vulnerable
Euphrasia bowdeniae,-,Scrophulariaceae,Euphrasia,Vulnerable,Vulnerable
Euphrasia collina subsp. muelleri,"Purple Eyebright, Mueller's Eyebright",Scrophulariaceae,Euphrasia,Endangered,Endangered
Euphrasia collina subsp. osbornii,Osborn's Eyebright,Scrophulariaceae,Euphrasia,Endangered,Endangered
Euphrasia crassiuscula subsp. glandulifera,Thick Eyebright,Scrophulariaceae,Euphrasia,Vulnerable,Vulnerable
Euphrasia eichleri,Bogong Eyebright,Scrophulariaceae,Euphrasia,Vulnerable,Vulnerable
Euphrasia fragosa,"Shy Eyebright, Southport Eyebright",Scrophulariaceae,Euphrasia,Critically Endangered,Critically Endangered
Euphrasia gibbsiae subsp. psilantherea,Swamp Eyebright,Scrophulariaceae,Euphrasia,Critically Endangered,Critically Endangered
Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",Scrophulariaceae,Euphrasia,Vulnerable,Vulnerable
Euphrasia ruptura,subshrub,Scrophulariaceae,Euphrasia,Extinct,Extinct
Euphrasia semipicta,Peninsula Eyebright,Scrophulariaceae,Euphrasia,Endangered,Endangered
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Scrophulariaceae,Euphrasia,Endangered,Endangered
Falco hypoleucos,Grey Falcon,Falconidae,Falco,Vulnerable,Vulnerable
Falcunculus frontatus whitei,"Crested Shrike-tit (northern), Northern Shrike-tit",Pachycephalidae,Falcunculus,Vulnerable,Vulnerable
Fimbristylis adjuncta,-,Cyperaceae,Fimbristylis,Endangered,Endangered
Floydia praealta,"Ball Nut, Possum Nut, Big Nut, Beefwood",Proteaceae,Floydia,Vulnerable,Vulnerable
Fontainea australis,Southern Fontainea,Euphorbiaceae,Fontainea,Vulnerable,Vulnerable
Fontainea oraria,Coastal Fontainea,Euphorbiaceae,Fontainea,Critically Endangered,Critically Endangered
Fontainea rostrata,-,Euphorbiaceae,Fontainea,Vulnerable,Vulnerable
Fontainea venosa,-,Euphorbiaceae,Fontainea,Vulnerable,Vulnerable
Frankenia conferta,Silky Frankenia,Frankeniaceae,Frankenia,Endangered,Endangered
Frankenia decurrens,Decurrent-leaved Frankenia,Frankeniaceae,Frankenia,Extinct,Extinct
Frankenia parvula,Short-leaved Frankenia,Frankeniaceae,Frankenia,Endangered,Endangered
Frankenia plicata,-,Frankeniaceae,Frankenia,Endangered,Endangered
Fregata andrewsi,"Christmas Island Frigatebird, Andrew's Frigatebird",Fregatidae,Fregata,Endangered,Endangered
Fregetta grallaria grallaria,"White-bellied Storm-Petrel (Tasman Sea), White-bellied Storm-Petrel (Australasian)",Hydrobatidae,Fregetta,Vulnerable,Vulnerable
Furina dunmalli,Dunmall's Snake,Elapidae,Furina,Vulnerable,Vulnerable
Galaxias aequipinnis,East Gippsland Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias auratus,Golden Galaxias,Galaxiidae,Galaxias,Endangered,Endangered
Galaxias brevissimus,Short-tail Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias fontanus,Swan Galaxias,Galaxiidae,Galaxias,Endangered,Endangered
Galaxias fuscus,Barred Galaxias,Galaxiidae,Galaxias,Endangered,Endangered
Galaxias gunaikurnai,Shaw Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias johnstoni,Clarence Galaxias,Galaxiidae,Galaxias,Endangered,Endangered
Galaxias lanceolatus,Tapered Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias longifundus,West Gippsland Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias mcdowalli,McDowall's Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias mungadhan,Dargo Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias parvus,Swamp Galaxias,Galaxiidae,Galaxias,Vulnerable,Vulnerable
Galaxias pedderensis,Pedder Galaxias,Galaxiidae,Galaxias,Extinct in the wild,Extinct in the wild
Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, Flat-headed Galaxias, Flat-headed Jollytail, Flat-headed Minnow",Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias sp. nov. 'Yalmy',Yalmy Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias supremus,Kosciuszko Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias tantangara,Stocky Galaxias,Galaxiidae,Galaxias,Critically Endangered,Critically Endangered
Galaxias tanycephalus,Saddled Galaxias,Galaxiidae,Galaxias,Vulnerable,Vulnerable
Galaxias terenasus,Roundsnout Galaxias,Galaxiidae,Galaxias,Endangered,Endangered
Galaxias truttaceus (Western Australian population),Western Trout Minnow,Galaxiidae,Galaxias,Endangered,Endangered
Galaxiella nigrostriata,"Blackstriped Dwarf Galaxias, Black-stripe Minnow",Galaxiidae,Galaxiella,Endangered,Endangered
Galaxiella pusilla,"Eastern Dwarf Galaxias, Dwarf Galaxias",Galaxiidae,Galaxiella,Vulnerable,Vulnerable
Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",Triakidae,Galeorhinus,Conservation Dependent,Conservation Dependent
Galium antarcticum,Subantarctic Bedstraw,Rubiaceae,Galium,Critically Endangered,Critically Endangered
Gardenia actinocarpa,-,Rubiaceae,Gardenia,Endangered,Endangered
Gardenia psidioides,Hann Gardenia,Rubiaceae,Gardenia,Vulnerable,Vulnerable
Gastrolobium appressum,Scale-leaf Poison,Fabaceae,Gastrolobium,Vulnerable,Vulnerable
Gastrolobium argyrotrichum,Metricup Pea,Fabaceae,Gastrolobium,Critically Endangered,Critically Endangered
Gastrolobium diabolophyllum,Bodallin Poison,Fabaceae,Gastrolobium,Critically Endangered,Critically Endangered
Gastrolobium glaucum,"Spike Poison, Wongan Poison",Fabaceae,Gastrolobium,Endangered,Endangered
Gastrolobium graniticum,Granite Poison,Fabaceae,Gastrolobium,Endangered,Endangered
Gastrolobium hamulosum,Hook-point Poison,Fabaceae,Gastrolobium,Endangered,Endangered
Gastrolobium humile,-,Fabaceae,Gastrolobium,Endangered,Endangered
Gastrolobium lehmannii,Cranbrook Pea,Fabaceae,Gastrolobium,Vulnerable,Vulnerable
Gastrolobium luteifolium,Yellow-leafed Gastrolobium,Fabaceae,Gastrolobium,Critically Endangered,Critically Endangered
Gastrolobium modestum,Broad-leaved Gastrolobium,Fabaceae,Gastrolobium,Vulnerable,Vulnerable
Gastrolobium papilio,Butterfly-leaved Gastrolobium,Fabaceae,Gastrolobium,Endangered,Endangered
Gastrolobium vestitum,-,Fabaceae,Gastrolobium,Critically Endangered,Critically Endangered
Gaultheria viridicarpa,Green Waxberry,Ericaceae,Gaultheria,Endangered,Endangered
Geniostoma huttonii,-,Loganiaceae,Geniostoma,Endangered,Endangered
Genoplesium baueri,"Yellow Gnat-orchid, Bauer's Midge Orchid, Brittle Midge Orchid",Orchidaceae,Genoplesium,Endangered,Endangered
Genoplesium plumosum,"Plumed Midge-orchid, Tallong Midge Orchid",Orchidaceae,Genoplesium,Endangered,Endangered
Genoplesium rhyoliticum,Pambula Midge-orchid,Orchidaceae,Genoplesium,Endangered,Endangered
Genoplesium tectum,Cardwell Midge Orchid,Orchidaceae,Genoplesium,Endangered,Endangered
Genoplesium vernale,East Lynne Midge-orchid,Orchidaceae,Genoplesium,Vulnerable,Vulnerable
Gentiana baeuerlenii,Baeuerlen's Gentian,Gentianaceae,Gentiana,Endangered,Endangered
Gentiana bredboensis,Bredbo Gentian,Gentianaceae,Gentiana,Critically Endangered,Critically Endangered
Gentiana wingecarribiensis,Wingecarribee Gentian,Gentianaceae,Gentiana,Endangered,Endangered
Gentiana wissmannii,New England Gentian,Gentianaceae,Gentiana,Vulnerable,Vulnerable
Geocrinia alba,"White-bellied Frog, Creek Frog",Myobatrachidae,Geocrinia,Critically Endangered,Critically Endangered
Geocrinia vitellina,Orange-bellied Frog,Myobatrachidae,Geocrinia,Vulnerable,Vulnerable
Geophaps scripta scripta,Squatter Pigeon (southern),Columbidae,Geophaps,Vulnerable,Vulnerable
Geophaps smithii blaauwi,Partridge Pigeon (western),Columbidae,Geophaps,Vulnerable,Vulnerable
Geophaps smithii smithii,Partridge Pigeon (eastern),Columbidae,Geophaps,Vulnerable,Vulnerable
Germainia capitata,-,Poaceae,Germainia,Vulnerable,Vulnerable
Gerygone insularis,"Lord Howe Gerygone, Lord Howe Warbler",Pardalotidae,Gerygone,Extinct,Extinct
Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",Apiaceae,Gingidia,Endangered,Endangered
Glyceria drummondii,Nangetty Grass,Poaceae,Glyceria,Endangered,Endangered
Glycine latrobeana,"Clover Glycine, Purple Clover",Fabaceae,Glycine,Vulnerable,Vulnerable
Glyphis garricki,"Northern River Shark, New Guinea River Shark",Carcharhinidae,Glyphis,Endangered,Endangered
Glyphis glyphis,Speartooth Shark,Carcharhinidae,Glyphis,Critically Endangered,Critically Endangered
Goodenia arthrotricha,-,Goodeniaceae,Goodenia,Endangered,Endangered
Goodenia integerrima,Gypsum Goodenia,Goodeniaceae,Goodenia,Vulnerable,Vulnerable
Goodenia quadrifida,-,Goodeniaceae,Goodenia,Vulnerable,Vulnerable
Gossia fragrantissima,"Sweet Myrtle, Small-leaved Myrtle",Myrtaceae,Gossia,Endangered,Endangered
Gossia gonoclada,Angle-stemmed Myrtle,Myrtaceae,Gossia,Endangered,Endangered
Grantiella picta,Painted Honeyeater,Meliphagidae,Grantiella,Vulnerable,Vulnerable
Graptophyllum ilicifolium,"Holly-leaved Graptophyllum, Mt Blackwood Holly",Acanthaceae,Graptophyllum,Vulnerable,Vulnerable
Graptophyllum reticulatum,Veiny Graptophyllum,Acanthaceae,Graptophyllum,Endangered,Endangered
Grevillea acanthifolia subsp. paludosa,Bog Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea acropogon,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea althoferorum,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea banyabba,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea batrachioides,Mt Lesueur Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea beadleana,Beadle's Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea bedggoodiana,Enfield Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea brachystylis subsp. australis,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea brachystylis subsp. grandis,Large-flowered Short-styled Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea bracteosa subsp. howatharra,-,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea burrowa,Burrowa Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea caleyi,Caley's Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea calliantha,"Foote's Grevillea, Cataby Grevillea, Black Magic Grevillea",Proteaceae,Grevillea,Endangered,Endangered
Grevillea celata,"Colquhoun Grevillea, Nowa Nowa Grevillea",Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea christineae,Christine's Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea corrugata,a shrub,Proteaceae,Grevillea,Endangered,Endangered
Grevillea curviloba subsp. curviloba,Curved-leaf Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea curviloba subsp. incurva,Narrow curved-leaf Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea dryandroides subsp. dryandroides,Phalanx Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea elongata,Ironstone Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea evansiana,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea flexuosa,Zig Zag Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea glossadenia,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea guthrieana,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea hodgei,Coochin Hills Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea humifusa,Spreading Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea iaspicula,Wee Jasper Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea infecunda,Anglesea Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea infundibularis,Fan-leaf Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea involucrata,Lake Varley Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea jephcottii,Pine Mountain Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea kennedyana,Flame Spider-flower,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea maccutcheonii,McCutcheon's Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea masonii,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea maxwellii,Maxwell's Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea mollis,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea molyneuxii,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea montis-cole subsp. brevistyla,Langi Ghiran Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea murex,-,Proteaceae,Grevillea,Endangered,Endangered
Grevillea obtusiflora,Grey Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea parviflora subsp. parviflora,Small-flower Grevillea,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea pythara,Pythara Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea quadricauda,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea rara,Rare Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea raybrownii,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea rhizomatosa,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea rivularis,Carrington Falls Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea scapigera,Corrigin Grevillea,Proteaceae,Grevillea,Endangered,Endangered
Grevillea scortechinii subsp. scortechinii,Black Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea shiressii,-,Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea sp. Gillingarra (R.J.Cranfield 4087),-,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea thelemanniana,Spider Net Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Grevillea treueriana,"Mt Finke Grevillea, Scarlet Grevillea",Proteaceae,Grevillea,Vulnerable,Vulnerable
Grevillea wilkinsonii,Tumut Grevillea,Proteaceae,Grevillea,Critically Endangered,Critically Endangered
Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,Helicarionidae,Gudeoconcha,Critically Endangered,Critically Endangered
Guichenotia seorsiflora,-,Malvaceae,Guichenotia,Critically Endangered,Critically Endangered
Gymnobelideus leadbeateri,Leadbeater's Possum,Petauridae,Gymnobelideus,Critically Endangered,Critically Endangered
Gyrostemon reticulatus,Net-veined Gyrostemon,Gyrostemonaceae,Gyrostemon,Critically Endangered,Critically Endangered
Habenaria maccraithii,Whiskered Rein Orchid,Orchidaceae,Habenaria,Endangered,Endangered
Hakea aculeata,Column Hakea,Proteaceae,Hakea,Vulnerable,Vulnerable
Hakea archaeoides,-,Proteaceae,Hakea,Vulnerable,Vulnerable
Hakea dohertyi,Kowmung Hakea,Proteaceae,Hakea,Endangered,Endangered
Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",Proteaceae,Hakea,Vulnerable,Vulnerable
Hakea maconochieana,-,Proteaceae,Hakea,Vulnerable,Vulnerable
Hakea megalosperma,Lesueur Hakea,Proteaceae,Hakea,Vulnerable,Vulnerable
Hakea pulvinifera,Lake Keepit Hakea,Proteaceae,Hakea,Endangered,Endangered
Hakea trineura,Three-veined Hakea,Proteaceae,Hakea,Vulnerable,Vulnerable
Halobaena caerulea,Blue Petrel,Procellariidae,Halobaena,Vulnerable,Vulnerable
Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",Haloragaceae,Haloragis,Vulnerable,Vulnerable
Haloragis exalata subsp. velutina,Tall Velvet Sea-berry,Haloragaceae,Haloragis,Vulnerable,Vulnerable
Haloragis eyreana,Prickly Raspwort,Haloragaceae,Haloragis,Endangered,Endangered
Haloragis platycarpa,Broad-fruited Haloragis,Haloragaceae,Haloragis,Critically Endangered,Critically Endangered
Haloragodendron lucasii,Hal,Haloragaceae,Haloragodendron,Endangered,Endangered
Heleioporus australiacus,Giant Burrowing Frog,Limnodynastidae,Heleioporus,Vulnerable,Vulnerable
Helichrysum calvertianum,-,Asteraceae,Helichrysum,Vulnerable,Vulnerable
Helicteres macrothrix,-,Malvaceae,Helicteres,Endangered,Endangered
Hemiandra gardneri,Red Snakebush,Lamiaceae,Hemiandra,Endangered,Endangered
Hemiandra rutilans,"Sargents Snakebush, Colourful Snakebush",Lamiaceae,Hemiandra,Endangered,Endangered
Hemiaspis damelii,Grey Snake,Elapidae,Hemiaspis,Endangered,Endangered
Hemigenia ramosissima,Branched Hemigenia,Lamiaceae,Hemigenia,Critically Endangered,Critically Endangered
Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Columbidae,Hemiphaga,Extinct,Extinct
Hensmania chapmanii,Chapman's Hensmania,Liliaceae,Hensmania,Vulnerable,Vulnerable
Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",Colletidae,Hesperocolletes,Critically Endangered,Critically Endangered
Hexaspora pubescens,-,Celastraceae,Hexaspora,Vulnerable,Vulnerable
Hibbertia abyssus,Bandalup Buttercup,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Hibbertia basaltica,Basalt Guinea-flower,Dilleniaceae,Hibbertia,Endangered,Endangered
Hibbertia circinata,-,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Hibbertia crispula,Ooldea Guinea-flower,Dilleniaceae,Hibbertia,Vulnerable,Vulnerable
Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Dilleniaceae,Hibbertia,Vulnerable,Vulnerable
Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Dilleniaceae,Hibbertia,Vulnerable,Vulnerable
Hibbertia marginata,-,Dilleniaceae,Hibbertia,Vulnerable,Vulnerable
Hibbertia priceana,-,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Hibbertia puberula subsp. glabrescens,-,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Hibbertia sp. Toolbrunup (J.R.Wheeler 2504),-,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
Hibbertia spanantha,Julian's Hibbertia,Dilleniaceae,Hibbertia,Critically Endangered,Critically Endangered
