"Supplied Name","guid","scientificName","family","kingdom","vernacular","sourceStatus","status"
"Calamoecia australis","urn:lsid:biodiversity.org.au:afd.taxon:5e76016d-8346-4495-8743-934d049e6a6c","Calamoecia australis","Centropagidae",,"Centropagid Copepod","Vulnerable","Endangered"
"Pterostylis uliginosa","https://id.biodiversity.org.au/name/apni/156106","Pterostylis uliginosa","Orchidaceae",,"Marsh Greenhood","Poorly Known","Least Concern/Unknown"
"Eucalyptus mackintii","https://id.biodiversity.org.au/node/apni/2904048","Eucalyptus mackintii","Myrtaceae",,"Blue-crowned Stringybark","Rare","Near Threatened"
"Prasophyllum litorale","https://id.biodiversity.org.au/name/apni/117612","Prasophyllum litorale","Orchidaceae",,"Coastal Leek Orchid","Listed under FFG Act",""
"Blechnum vulcanicum","https://id.biodiversity.org.au/taxon/apni/51269503","Blechnum vulcanicum","Blechnaceae",,"Wedge Water-Fern","Vulnerable","Endangered"
"Pterostylis bicolor","https://id.biodiversity.org.au/name/apni/74181","Pterostylis bicolor","Orchidaceae",,"Black-tip Greenhood","Poorly Known","Least Concern/Unknown"
"Lovettia sealii","urn:lsid:biodiversity.org.au:afd.taxon:a4ed3510-c8e4-4029-baab-7d9f5c872c98","Lovettia sealii","Galaxiidae",,"Tasmanian Whitebait","Listed under FFG Act",""
"Climacteris (Climacterobates) affinis","urn:lsid:biodiversity.org.au:afd.taxon:5d7c50bc-2c2d-4984-9924-d2a46dc3b00f","Climacteris (Climacterobates) affinis","Climacteridae",,"White-browed Treecreeper","Vulnerable","Endangered"
"Chiloglottis jeanesii","https://id.biodiversity.org.au/name/apni/138779","Chiloglottis jeanesii","Orchidaceae",,"Mountain Bird-orchid","Rare","Near Threatened"
"Koeleria macrantha","https://id.biodiversity.org.au/node/apni/2888070","Koeleria macrantha","Poaceae",,"Crested Hair Grass","Rare","Near Threatened"
"Wolffia angusta","https://id.biodiversity.org.au/node/apni/2914318","Wolffia angusta","Araceae",,"Tiny Duckweed","Poorly Known","Least Concern/Unknown"
"Lampropholis delicata","urn:lsid:biodiversity.org.au:afd.taxon:82f18b82-bc29-4847-83bc-eb94f72843ae","Lampropholis delicata","Scincidae",,"Dark-flecked Garden Sunskink","Data Deficient or Delisted","Least Concern/Unknown"
"Prototroctes maraena","urn:lsid:biodiversity.org.au:afd.taxon:8cd45a27-ba23-4dbc-b9be-d10ef2269b27","Prototroctes maraena","Retropinnidae",,"Australian Grayling","Vulnerable","Endangered"
"Cyperus subulatus","https://id.biodiversity.org.au/node/apni/2906634","Cyperus subulatus","Cyperaceae",,"Pointed Flat-sedge","Vulnerable","Endangered"
"Euastacus bispinosus","urn:lsid:biodiversity.org.au:afd.taxon:02f97296-26f8-4710-abdd-f9d859659c2d","Euastacus bispinosus","Parastacidae",,"Pricklyback","Listed under FFG Act",""
"Eucalyptus pauciflora subsp. pauciflora","https://id.biodiversity.org.au/node/apni/2909582","Eucalyptus pauciflora subsp. pauciflora","Myrtaceae",,"Cabbage gum","Poorly Known","Least Concern/Unknown"
"Isopogon prostratus","https://id.biodiversity.org.au/node/apni/2908449","Isopogon prostratus","Proteaceae",,"Prostrate Cone-bush","Listed under FFG Act",""
"Acronychia oblongifolia","https://id.biodiversity.org.au/node/apni/2909741","Acronychia oblongifolia","Rutaceae",,"Common Acronychia","Rare","Near Threatened"
"Craspedia crocata","https://id.biodiversity.org.au/node/apni/6975483","Craspedia crocata","Asteraceae",,"Crimson Billy-buttons","Rare","Near Threatened"
"Fimbristylis velata","https://id.biodiversity.org.au/node/apni/2886276","Fimbristylis velata","Cyperaceae",,"Veiled Fringe-rush","Rare","Near Threatened"
"Ecnomus nibbor","urn:lsid:biodiversity.org.au:afd.taxon:d93cc84d-e300-4677-86f1-b482b18c10da","Ecnomus nibbor","Ecnomidae",,"Caddisfly","Vulnerable","Endangered"
"Carex inversa","https://id.biodiversity.org.au/node/apni/2894680","Carex inversa","Cyperaceae",,"Knob Sedge","Listed under FFG Act",""
"Limnodynastes interioris","urn:lsid:biodiversity.org.au:afd.taxon:880ef4e5-2e95-4ccb-b0ea-3c35382e28ff","Limnodynastes interioris","Limnodynastidae",,"Giant Banjo Frog","Listed under FFG Act",""
"Pterostylis hamata","https://id.biodiversity.org.au/name/apni/74775","Pterostylis hamata","Orchidaceae",,"Hooked Greenhood","Rare","Near Threatened"
"Caladenia aff. catenata (South Gippsland)","https://id.biodiversity.org.au/name/apni/90921","Caladenia catenata","Orchidaceae",,"Variable Finger-orchid","Rare","Near Threatened"
"Jalmenus icilius","urn:lsid:biodiversity.org.au:afd.taxon:b396f530-73b9-4b03-b3a6-3608196333b3","Jalmenus icilius","Lycaenidae",,"Amethyst Hairstreak","Vulnerable","Endangered"
"Acacia subporosa","https://id.biodiversity.org.au/node/apni/2896405","Acacia subporosa","Fabaceae",,"Bower Wattle","Rare","Near Threatened"
"Calidris (Erolia) melanotos","urn:lsid:biodiversity.org.au:afd.taxon:186ec2cd-8267-4162-8c0a-7c6bc51262c2","Calidris (Erolia) melanotos","Scolopacidae",,"Pectoral Sandpiper","Near Threatened","Near Threatened"
"Canthocamptus longipes","urn:lsid:biodiversity.org.au:afd.taxon:e958b91c-d51e-4fe9-ac78-8eb8d44b9fc3","Canthocamptus longipes","Canthocamptidae",,"Harpactacoid Copepod","Data Deficient or Delisted","Least Concern/Unknown"
"Pterostylis planulata","https://id.biodiversity.org.au/name/apni/119049","Pterostylis planulata","Orchidaceae",,"Flat Rustyhood","Rare","Near Threatened"
"Adiantum hispidulum","https://id.biodiversity.org.au/node/apni/2914842","Adiantum hispidulum","Pteridaceae",,"Five-finger Maidenhair","Rare","Near Threatened"
"Pelargonium helmsii","https://id.biodiversity.org.au/node/apni/2892877","Pelargonium helmsii","Geraniaceae",,"Alpine Stork's-bill","Vulnerable","Endangered"
"Prasophyllum aff. pyriforme B","https://id.biodiversity.org.au/name/apni/106102","Prasophyllum pyriforme","Orchidaceae",,"Inland Leek-orchid","Vulnerable","Endangered"
"Schoenus racemosus","https://id.biodiversity.org.au/node/apni/2900041","Schoenus racemosus","Cyperaceae",,"Tufted Bog-sedge","Rare","Near Threatened"
"Persoonia x lucida","https://id.biodiversity.org.au/node/apni/2919988","Persoonia x lucida","Proteaceae",,"Shiny Geebung","Rare","Near Threatened"
"Spyridium nitidum","https://id.biodiversity.org.au/node/apni/2888755","Spyridium nitidum","Rhamnaceae",,"Shining Spyridium","Endangered","Endangered"
"Beyeria lechenaultii","https://id.biodiversity.org.au/node/apni/2911163","Beyeria lechenaultii","Euphorbiaceae",,"Pale Turpentine Bush","Rare","Near Threatened"
"Victaphanta compacta","urn:lsid:biodiversity.org.au:afd.taxon:41e32a53-e39e-4881-b8e0-c377c3cbb8dc","Victaphanta compacta","Rhytididae",,"Otway Black Snail","Endangered","Endangered"
"Sclerolaena napiformis","https://id.biodiversity.org.au/node/apni/2900454","Sclerolaena napiformis","Chenopodiaceae",,"Turnip Copperbur","Endangered","Endangered"
"Oschatzia cuneifolia","https://id.biodiversity.org.au/node/apni/2903030","Oschatzia cuneifolia","Apiaceae",,"Wedge Oschatzia","Rare","Near Threatened"
"Hakea lissosperma","https://id.biodiversity.org.au/node/apni/2912946","Hakea lissosperma","Proteaceae",,"Mountain Needlewood","Rare","Near Threatened"
"Circus assimilis","urn:lsid:biodiversity.org.au:afd.taxon:75801261-975f-436f-b1c7-d395a06dc067","Circus assimilis","Accipitridae",,"Spotted Harrier","Near Threatened","Near Threatened"
"Acacia cupularis","https://id.biodiversity.org.au/node/apni/2907449","Acacia cupularis","Fabaceae",,"Coastal Umbrella Bush","Rare","Near Threatened"
"Pterostylis planulata","https://id.biodiversity.org.au/name/apni/119049","Pterostylis planulata","Orchidaceae",,"Flat Rustyhood","Poorly Known","Least Concern/Unknown"
"Caladenia sp. aff. fragrantissima (Inverleigh)","https://id.biodiversity.org.au/name/apni/194065","Caladenia sp. aff. fragrantissima (Inverleigh)","Orchidaceae",,"Inverleigh Spider-orchid","Endangered","Endangered"
"Deyeuxia nudiflora","https://id.biodiversity.org.au/node/apni/2894918","Deyeuxia nudiflora","Poaceae",,"Climbing Bent-grass","Vulnerable","Endangered"
"Austrogammarus haasei","urn:lsid:biodiversity.org.au:afd.taxon:b6659349-ad08-47b8-b836-19eceb33783e","Austrogammarus haasei","Paramelitidae",,"Sherbrooke Amphipod","Listed under FFG Act",""
"Xylocopa (Lestis) aeratus","urn:lsid:biodiversity.org.au:afd.taxon:09992614-4f27-4e08-bb48-53bb1daf6e19","Xylocopa (Lestis) aeratus","Apidae",,"Metallic Green Carpenter Bee","Regionally Extinct","Extinct"
"Caladenia carnea","https://id.biodiversity.org.au/node/apni/2894779","Caladenia carnea","Orchidaceae",,"Finger Orchid","Listed under FFG Act",""
"Pygopus schraderi","urn:lsid:biodiversity.org.au:afd.taxon:986c5792-cad9-4ae6-b65c-5343573cd8b2","Pygopus schraderi","Pygopodidae",,"Eastern Hooded Scaly-foot","Critically Endangered","Endangered"
"Thismia rodwayi","https://id.biodiversity.org.au/node/apni/8003914","Thismia rodwayi","Thismiaceae",,"Fairy Lantern","Listed under FFG Act",""
"Paracaleana disjuncta","https://id.biodiversity.org.au/name/apni/181376","Paracaleana disjuncta","Orchidaceae",,"Little Duck Orchid","Endangered","Endangered"
"Grevillea aquifolium","https://id.biodiversity.org.au/name/apni/51338838","Grevillea aquifolium (Cooak)","Proteaceae",,"Holly Grevillea","Endangered","Endangered"
"Pomaderris pauciflora","https://id.biodiversity.org.au/node/apni/2905596","Pomaderris pauciflora","Rhamnaceae",,"Mountain Pomaderris","Rare","Near Threatened"
"Eucalyptus leucoxylon subsp. megalocarpa","https://id.biodiversity.org.au/node/apni/2910136","Eucalyptus leucoxylon subsp. megalocarpa","Myrtaceae",,"Large-fruited yellow or blue gum","Listed under FFG Act",""
"Adiantum diaphanum","https://id.biodiversity.org.au/node/apni/2904530","Adiantum diaphanum","Pteridaceae",,"Filmy Maidenhair","Endangered","Endangered"
"Mirbelia pungens","https://id.biodiversity.org.au/node/apni/2891491","Mirbelia pungens","Fabaceae",,"Prickly Mirbelia","Vulnerable","Endangered"
"Pseudophryne bibronii","urn:lsid:biodiversity.org.au:afd.taxon:b4cb12e8-59bd-4bba-a71e-a7c1890bf709","Pseudophryne bibronii","Myobatrachidae",,"Bibron's Toadlet","Endangered","Endangered"
"Diuris daltonii","https://id.biodiversity.org.au/name/apni/189046","Diuris daltonii","Orchidaceae",,"Western Purple Diuris","Listed under FFG Act",""
"Stackhousia aspericocca subsp. Cylindrical inflorescence (W.R.Barker 1418)","https://id.biodiversity.org.au/node/apni/2921047","Stackhousia aspericocca subsp. Cylindrical inflorescence (W.R.Barker 1418)","Celastraceae",,"Rough-nut Stackhousia","Poorly Known","Least Concern/Unknown"
"Engaeus rostrogaleatus","urn:lsid:biodiversity.org.au:afd.taxon:13abdfa3-3ebe-4f18-b725-5b3c05072fdd","Engaeus rostrogaleatus","Parastacidae",,"Strzelecki Burrowing Cray","Listed under FFG Act",""
"Acacia havilandiorum","https://id.biodiversity.org.au/node/apni/2897713","Acacia havilandiorum","Fabaceae",,"Haviland's Wattle","Listed under FFG Act",""
"Pterostylis smaragdyna","https://id.biodiversity.org.au/name/apni/119050","Pterostylis smaragdyna","Orchidaceae",,"Emerald-lip Greenhood","Rare","Near Threatened"
"Thelymitra inflata","https://id.biodiversity.org.au/name/apni/189578","Thelymitra inflata","Orchidaceae",,"Inflated Sun-orchid","Vulnerable","Endangered"
"Eremophila sturtii","https://id.biodiversity.org.au/node/apni/2916236","Eremophila sturtii","Scrophulariaceae",,"Budda Bush","Endangered","Endangered"
"Richea victoriana","https://id.biodiversity.org.au/node/apni/2905995","Richea victoriana","Ericaceae",,"Serpent Heath","Rare","Near Threatened"
"Prasophyllum frenchii","https://id.biodiversity.org.au/node/apni/2888498","Prasophyllum frenchii","Orchidaceae",,"French's Leek Orchid","Listed under FFG Act",""
"Adriana quadripartita s.s. (glabrous form)","ALA_Adriana_quadripartita_s_s_glabrous_form","Adriana quadripartita s.s. (glabrous form)",,,"Rare Bitter-bush","Listed under FFG Act",""
"Eucalyptus pauciflora subsp. acerina","https://id.biodiversity.org.au/node/apni/2890409","Eucalyptus pauciflora subsp. acerina","Myrtaceae",,"Shiny-leaved Snow Gum","Rare","Near Threatened"
"Hibbertia humifusa subsp. erigens","https://id.biodiversity.org.au/node/apni/2916336","Hibbertia humifusa subsp. erigens","Dilleniaceae",,"Euroa Guinea-flower","Listed under FFG Act",""
"Pernagera gatliffi","ALA_Pernagera_gatliffi","Pernagera gatliffi",,,"Land Snail","Listed under FFG Act",""
"Minuria denticulata","https://id.biodiversity.org.au/node/apni/2890356","Minuria denticulata","Asteraceae",,"Toothed Minuria","Rare","Near Threatened"
"Cyanthillium cinereum","https://id.biodiversity.org.au/taxon/apni/51298364","Cyanthillium cinereum","Asteraceae",,"Ironweed","Poorly Known","Least Concern/Unknown"
"Engaeus sericatus","urn:lsid:biodiversity.org.au:afd.taxon:6a74b4ac-4fd4-4ccb-a83f-985494ab0ee4","Engaeus sericatus","Parastacidae",,"Hairy Burrowing Cray","Vulnerable","Endangered"
"Gentianella cunninghamii","https://id.biodiversity.org.au/taxon/apni/51301051","Gentianella cunninghamii","Gentianaceae",,"Cunningham's Snow-gentian","Poorly Known","Least Concern/Unknown"
"Leptodon smithii","https://id.biodiversity.org.au/node/ausmoss/10092103","Leptodon smithii","Neckeraceae",,"Prince-of-wales Feather-moss","Listed under FFG Act",""
"Lophozia tasmanica","https://id.biodiversity.org.au/node/ausmoss/2920505","Lophozia tasmanica","Scapaniaceae",,"Whale Tails","Endangered","Endangered"
"Lasiopetalum ferrugineum var. ferrugineum","https://id.biodiversity.org.au/node/apni/2912303","Lasiopetalum ferrugineum var. ferrugineum","Malvaceae",,"Rusty Velvet-bush","Vulnerable","Endangered"
"Neophema (Neophema) pulchella","urn:lsid:biodiversity.org.au:afd.taxon:18a3adb5-3ffd-4396-a0f5-0f6b3edd75cf","Neophema (Neophema) pulchella","Psittacidae",,"Turquoise Parrot","Near Threatened","Near Threatened"
"Eryngium paludosum","https://id.biodiversity.org.au/node/apni/2910560","Eryngium paludosum","Apiaceae",,"Long Eryngium","Vulnerable","Endangered"
"Drepanocladus polygamus","https://id.biodiversity.org.au/node/ausmoss/10072885","Drepanocladus polygamus","Amblystegiaceae",,"Shore Feather-moss","Listed under FFG Act",""
"Carcharias taurus","urn:lsid:biodiversity.org.au:afd.taxon:0c3e2403-05c4-4a43-8019-30e6d657a283","Carcharias taurus","Odontaspididae",,"Greynurse Shark","Listed under FFG Act",""
"Trachyloma diversinerve","https://id.biodiversity.org.au/node/ausmoss/10120271","Trachyloma diversinerve","Trachylomataceae",,"Trachyloma","Poorly Known","Least Concern/Unknown"
"Caladenia toxochila","https://id.biodiversity.org.au/taxon/apni/51290491","Caladenia conferta","Orchidaceae",,"Bow-lip Spider-orchid","Vulnerable","Endangered"
"Atriplex lindleyi subsp. conduplicata","https://id.biodiversity.org.au/node/apni/2899439","Atriplex lindleyi subsp. conduplicata","Chenopodiaceae",,"Baldoo","Rare","Near Threatened"
"Prasophyllum readii","https://id.biodiversity.org.au/name/apni/205757","Prasophyllum readii","Orchidaceae",,"Painted Leek-orchid","Listed under FFG Act",""
"Chlidonias (Pelodes) hybrida javanicus","urn:lsid:biodiversity.org.au:afd.taxon:c8ea40fd-8778-4108-8b14-5653bf3ccf78","Chlidonias (Pelodes) hybrida javanicus","Laridae",,"Whiskered Tern","Near Threatened","Near Threatened"
"Eucalyptus leucoxylon subsp. megalocarpa","https://id.biodiversity.org.au/node/apni/2910136","Eucalyptus leucoxylon subsp. megalocarpa","Myrtaceae",,"Large-fruited yellow or blue gum","Endangered","Endangered"
"Utricularia gibba","https://id.biodiversity.org.au/node/apni/2902036","Utricularia gibba","Lentibulariaceae",,"Floating Bladderwort","Vulnerable","Endangered"
"Astrotricha sp. Wallagaraugh River (N.G.Walsh 3149)","https://id.biodiversity.org.au/node/apni/6922341","Astrotricha sp. Wallagaraugh (R.O.Makinson 1228)","Araliaceae",,"Wallagaraugh Star-hair","Vulnerable","Endangered"
"Riekoperla isosceles","urn:lsid:biodiversity.org.au:afd.taxon:b18fd912-edc3-4052-b9c1-faf0f09e5c59","Riekoperla isosceles","Gripopterygidae",,"Stonefly","Critically Endangered","Endangered"
"Calidris (Calidris) tenuirostris","urn:lsid:biodiversity.org.au:afd.taxon:f1a17af7-9855-4ca5-8573-e9fd3e1f57a9","Calidris (Calidris) tenuirostris","Scolopacidae",,"Great Knot","Listed under FFG Act",""
"Lachnagrostis scabra subsp. curviseta","https://id.biodiversity.org.au/taxon/apni/51291392","Lachnagrostis rudis","Poaceae",,"Rough Blown-grass","Endangered","Endangered"
"Riccardia eriocaula","https://id.biodiversity.org.au/node/ausmoss/2886130","Riccardia eriocaula","Aneuraceae",,"Feather-fan Germanderwort","Listed under FFG Act",""
"Caladenia concinna","https://id.biodiversity.org.au/node/apni/2898730","Caladenia amoena","Orchidaceae",,"Neat Spider-orchid","Poorly Known","Least Concern/Unknown"
"Synemon plana","urn:lsid:biodiversity.org.au:afd.taxon:a51dca29-50e7-49b4-ae35-5c35a9c4f854","Synemon plana","Castniidae",,"Golden Sun Moth","Critically Endangered","Endangered"
"Prasophyllum subbisectum","https://id.biodiversity.org.au/node/apni/2900192","Prasophyllum subbisectum","Orchidaceae",,"Pomoral Leek Orchid","Endangered","Endangered"
"Sesbania cannabina var. cannabina","https://id.biodiversity.org.au/taxon/apni/51285722","Sesbania cannabina var. cannabina","Fabaceae",,"Danchi","Vulnerable","Endangered"
"Pomaderris vacciniifolia","https://id.biodiversity.org.au/node/apni/2891881","Pomaderris vacciniifolia","Rhamnaceae",,"Round-leaf Pomaderris","Listed under FFG Act",""
"Olearia tubuliflora","https://id.biodiversity.org.au/node/apni/2911851","Olearia tubuliflora","Asteraceae",,"Rayless Daisy-bush","Rare","Near Threatened"
"Eucalyptus polybractea","https://id.biodiversity.org.au/node/apni/2887948","Eucalyptus polybractea","Myrtaceae",,"Blue Mallee","Rare","Near Threatened"
"Oreomyrrhis argentea","https://id.biodiversity.org.au/node/apni/2896077","Oreomyrrhis argentea","Apiaceae",,"Silver Caraway","Rare","Near Threatened"
"Caladenia sp. aff. iridescens (Chapple Vale)","ALA_Caladenia_sp_aff_iridescens_Chapple_Vale","Caladenia sp. aff. iridescens (Chapple Vale)",,,"Golden Hood-orchid","Poorly Known","Least Concern/Unknown"
"Juncus antarcticus","https://id.biodiversity.org.au/node/apni/2890065","Juncus antarcticus","Juncaceae",,"Cushion Reed","Vulnerable","Endangered"
"Phascogale tapoatafa tapoatafa","urn:lsid:biodiversity.org.au:afd.taxon:94a9d72d-8a8d-4a62-9e7e-05375b516645","Phascogale tapoatafa tapoatafa","Dasyuridae",,"Brush-tailed Phascogale","Vulnerable","Endangered"
"Gleichenia rupestris","https://id.biodiversity.org.au/node/apni/2887067","Gleichenia rupestris","Gleicheniaceae",,"Rock Coral-fern","Vulnerable","Endangered"
