taxonId,scientificName,vernacularName,WA Status,WA Rank,DBCA District,Distribution,taxonRemarks,status,sourceStatus,status description,class,category,sensitivityZoneId
,Ningbingia australis australis,a camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ningbingia australis elongata,a camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ningbingia bulla,Knob Peak camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ningbingia dentiens,a camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ningbingia laurina,Lauries' camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ningbingia octava,No. 8 Bore camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ningbingia res,a camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Numenius madagascariensis,eastern curlew,,,,,30/09/2022 Repeal of migratory listing. Under the WA BC Act a species listed as threatened cannot also be listed as specially protected. ,Critically Endangered,CR,Critically Endangered,BIRD,CR,WA
,Ogyris subterrestris petrina,arid bronze azure butterfly,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ordtrachia elegans,a camaenid land snail (Jeremiah Hills),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Ordtrachia septentrionalis,Rosewood keeled snail,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Pezoporus flaviventris,western ground parrot,,,,,,Critically Endangered,CR,Critically Endangered,BIRD,CR,WA
,Pezoporus occidentalis,night parrot,,,,,,Critically Endangered,CR,Critically Endangered,BIRD,CR,WA
,Potorous gilbertii,Gilbert's potoroo,,,,,,Critically Endangered,CR,Critically Endangered,MAMMAL,CR,WA
,Prionospio thalanji,Bundera Sinkhole worm,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Pseudemydura umbrina,western swamp tortoise,,,,,,Critically Endangered,CR,Critically Endangered,REPTILE,CR,WA
,Pseudocheirus occidentalis,"western ringtail possum, ngwayir",,,,,,Critically Endangered,CR,Critically Endangered,MAMMAL,CR,WA
,Pseudococcus markharveyi,Banksia montana mealybug,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Rhytidid sp. (WAM 2295-69),Stirling Range rhytidid snail,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Speleophria bunderae,a copepod (Bundera Sinkhole),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Stygiochiropus peculiaris,Cameron's Cave millipede,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Stygocyclopia australis,a copepod (Bundera Sinkhole),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Teyl sp. (MYG693),Minnivale trapdoor spider,,,,,"30/09/2022 Museum specimen reference number changed from (BY Main 1953/2683, 1984/13) to (MYG693).",Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Turgenitubulus costus,a camaenid land snail (Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Turgenitubulus depressus,a camaenid land snail (central Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Turgenitubulus foramenus,a camaenid land snail (central Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Turgenitubulus opiranus,Opir Hill camaenid land snail (central Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Turgenitubulus tanmurrana,Tanmurra camaenid land snail (central Ningbing Ranges),,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Welesina kornickeri,Kornicker's Bundera Sinkhole ostracod,,,,,,Critically Endangered,CR,Critically Endangered,INVERTEBRATE,CR,WA
,Zyzomys pedunculatus,"central rock-rat, antina",,,,,,Critically Endangered,CR,Critically Endangered,MAMMAL,CR,WA
14051,Acacia aristulata,,T,EN,Moora,"Moora, Jingemia Hill",,Endangered,EN,Endangered,,EN,WA
14687,Acacia ataxiphylla subsp. magna,,T,EN,Central Wheatbelt,"Charles Gardner Reserve, Cunderdin",,Endangered,EN,Endangered,,EN,WA
14059,Acacia chapmanii subsp. australis,,T,EN,"Perth Hills,Central Wheatbelt","Bolgart, Wyening",,Endangered,EN,Endangered,,EN,WA
3295,Acacia depressa,,T,EN,Great Southern,W of Lake Grace,,Endangered,EN,Endangered,,EN,WA
12263,Acacia lobulata,,T,EN,Central Wheatbelt,Warralakkin,,Endangered,EN,Endangered,,EN,WA
13611,Acacia pygmaea,,T,EN,Central Wheatbelt,Wongan Hills,,Endangered,EN,Endangered,,EN,WA
14154,Acacia wilsonii,,T,EN,Moora,"Badgingarra, Alexander Morrison N.P., Eneabba",,Endangered,EN,Endangered,,EN,WA
30460,Acacia woodmaniorum,,T,EN,Geraldton,"Blue Hill Range, Karara",,Endangered,EN,Endangered,,EN,WA
1781,Adenanthos eyrei,,T,EN,Esperance,Nullarbor Plain,,Endangered,EN,Endangered,,EN,WA
12021,Adenanthos pungens subsp. pungens,,T,EN,"Albany,Great Southern","Stirling Range, Chinocup",,Endangered,EN,Endangered,,EN,WA
1796,Adenanthos velutinus,,T,EN,Great Southern,Cranbrook,,Endangered,EN,Endangered,,EN,WA
19448,Aluta quadrata,,T,EN,Karratha,"Mt Channar, Paraburdoo",,Endangered,EN,Endangered,,EN,WA
40907,Androcalva perlaria,,T,EN,Albany,Mt Groper,,Endangered,EN,Endangered,,EN,WA
13614,Apium prostratum subsp. phillipii,,T,EN,Albany,Porongurups,,Endangered,EN,Endangered,,EN,WA
50979,Austrostipa bronweniae,,T,EN,"Swan Coastal,Wellington","Kenwick, Kemerton, Bunbury",,Endangered,EN,Endangered,,EN,WA
1812,Banksia cuneata,,T,EN,"Great Southern,Central Wheatbelt",Beverley-Quairading,,Endangered,EN,Endangered,,EN,WA
32213,Banksia lepidorhiza,,T,EN,Great Southern,Woodanilling,,Endangered,EN,Endangered,,EN,WA
32204,Banksia nivea subsp. uliginosa,,T,EN,Blackwood,"Whicher Range, Scott River, Tutunup",,Endangered,EN,Endangered,,EN,WA
11152,Banksia oligantha,,T,EN,Great Southern,"Wagin, Harrismith, Wangeling Gully N.R.",,Endangered,EN,Endangered,,EN,WA
32141,Banksia pseudoplumosa,,T,EN,Albany,"Stirling Range, Woogenilup, Toompup",,Endangered,EN,Endangered,,EN,WA
32091,Banksia rufa subsp. pumila,,T,EN,Albany,Stirling Range N.P.,,Endangered,EN,Endangered,,EN,WA
16318,Boronia exilis,,T,EN,Blackwood,"Scott River Plain, Chester Block",,Endangered,EN,Endangered,,EN,WA
50012,Bossiaea reptans,,T,EN,Donnelly,Frankland,,Endangered,EN,Endangered,,EN,WA
19218,Caladenia barbarella,,T,EN,"Geraldton,Shark Bay",NE of Kalbarri,,Endangered,EN,Endangered,,EN,WA
15336,Caladenia bryceana subsp. bryceana,,T,EN,"Albany,Wellington","Jerramungup-Boyup Brook, Wild Horse Swamp N.R.",,Endangered,EN,Endangered,,EN,WA
15337,Caladenia bryceana subsp. cracens,,T,EN,Geraldton,"Northampton-Kalbarri, East Yuna NR",,Endangered,EN,Endangered,,EN,WA
13617,Caladenia christineae,,T,EN,"Donnelly,Frankland,Great Southern","Manjimup-Mount Barker, Bridgetown, Lake Muir, Nuniup Lake",,Endangered,EN,Endangered,,EN,WA
10850,Caladenia dorrienii,,T,EN,"Blackwood,Donnelly,Perth Hills,Great Southern","Frankland-Brookton, Boyup Brook, Perup",,Endangered,EN,Endangered,,EN,WA
13619,Caladenia excelsa,,T,EN,Blackwood,"Yallingup-Witchcliffe, Margaret River, Cowaramup, Gracetown",,Endangered,EN,Endangered,,EN,WA
20716,Caladenia graniticola,,T,EN,Great Southern,Pingaring,,Endangered,EN,Endangered,,EN,WA
13856,Caladenia granitora,,T,EN,Albany,"Mount Manypeak N.R., Waychinocup N.P.",,Endangered,EN,Endangered,,EN,WA
13857,Caladenia hoffmanii,,T,EN,Geraldton,Geraldton-Kalbarri,,Endangered,EN,Endangered,,EN,WA
44901,Caladenia hopperiana,,T,EN,"Perth Hills,Great Southern",Quindanning,,Endangered,EN,Endangered,,EN,WA
44903,Caladenia leucochila,,T,EN,Wellington,Collie,,Endangered,EN,Endangered,,EN,WA
1620,Caladenia wanosa,,T,EN,Geraldton,Kalbarri-Mullewa,,Endangered,EN,Endangered,,EN,WA
13864,Caladenia winfieldii,,T,EN,Donnelly,Strachan,,Endangered,EN,Endangered,,EN,WA
3764,Chorizema varium,,T,EN,Swan Coastal,"Breton Bay, (Fremantle)",,Endangered,EN,Endangered,,EN,WA
14000,Conospermum densiflorum subsp. unicephalatum,,T,EN,Moora,"Gingin, Gillingarra",,Endangered,EN,Endangered,,EN,WA
1433,Conostylis drummondii,,T,EN,Great Southern,"Arthur River- Wagin, Kojonup, Bokal",,Endangered,EN,Endangered,,EN,WA
11748,Conostylis seorsiflora subsp. trichophylla,,T,EN,Great Southern,"Tincurrin, Kukerin",,Endangered,EN,Endangered,,EN,WA
1462,Conostylis wonganensis,,T,EN,Central Wheatbelt,Wongan Hills and Manmanning,,Endangered,EN,Endangered,,EN,WA
7417,Coopernookia georgei,,T,EN,Albany,Fitzgerald River Nat.Pk.,,Endangered,EN,Endangered,,EN,WA
5504,Darwinia acerosa,,T,EN,"Moora,Perth Hills,Central Wheatbelt","Mogumber, Wannamal, Gillingarra",,Endangered,EN,Endangered,,EN,WA
5505,Darwinia apiculata,,T,EN,Perth Hills,Kalamunda,,Endangered,EN,Endangered,,EN,WA
34774,Darwinia ferricola,,T,EN,Blackwood,Scott River plains,,Endangered,EN,Endangered,,EN,WA
34773,Darwinia foetida,,T,EN,Swan Coastal,Muchea,,Endangered,EN,Endangered,,EN,WA
34764,Darwinia nubigena,,T,EN,Albany,"Mt Success, Stirling Range",,Endangered,EN,Endangered,,EN,WA
5521,Darwinia oxylepis,,T,EN,Albany,"Mondurup, Stirling Range",,Endangered,EN,Endangered,,EN,WA
34763,Darwinia polychroma,,T,EN,"Moora,Geraldton","Carnamah, Latham",,Endangered,EN,Endangered,,EN,WA
5535,Darwinia wittwerorum,,T,EN,Albany,Stirling Range,,Endangered,EN,Endangered,,EN,WA
3806,Daviesia dielsii,,T,EN,Moora,"Moora, Watheroo, Marchagee, Dalwallinu",,Endangered,EN,Endangered,,EN,WA
13631,Daviesia megacalyx,,T,EN,Albany,Ravensthorpe Range,,Endangered,EN,Endangered,,EN,WA
3825,Daviesia obovata,,T,EN,Albany,"Stirling Range NP, Fitzgerald River NP",,Endangered,EN,Endangered,,EN,WA
13632,Daviesia speciosa,,T,EN,"Moora,Geraldton","Eneabba-Carnarmah, Mingenew",,Endangered,EN,Endangered,,EN,WA
4452,Diplolaena andrewsii,,T,EN,Perth Hills,"Swan View, Woorooloo Brook, John Forrest N.P.",,Endangered,EN,Endangered,,EN,WA
1637,Diuris purdiei,,T,EN,"Blackwood,Swan Coastal","Perth-Waroona, Busselton",,Endangered,EN,Endangered,,EN,WA
13633,Drakaea concolor,,T,EN,Geraldton,"Murchison River, Kalbarri",,Endangered,EN,Endangered,,EN,WA
13635,Drakaea micrantha,,T,EN,"Blackwood,Albany,Frankland,Swan Coastal,Wellington","Perth-Augusta-Albany, Denmark, Margaret River",,Endangered,EN,Endangered,,EN,WA
44466,Duma horrida subsp. abdita,,T,EN,Great Southern,"Pingrup, Lake Bryde",,Endangered,EN,Endangered,,EN,WA
14334,Eremophila ciliata,,T,EN,Esperance,Mt Newmont,,Endangered,EN,Endangered,,EN,WA
14592,Eremophila denticulata subsp. trisulcata,,T,EN,Esperance,"Junana Rock, Ponier Rock, Mt Buraminya, Cape Arid NP",,Endangered,EN,Endangered,,EN,WA
17150,Eremophila glabra subsp. chlorella,,T,EN,"Moora,Swan Coastal,Central Wheatbelt","Cannington, Kenwick, Mogumber,  Eneabba,",,Endangered,EN,Endangered,,EN,WA
7262,Eremophila resinosa,,T,EN,Central Wheatbelt,"Yellowdine, Wyalkatchem",,Endangered,EN,Endangered,,EN,WA
7280,Eremophila virens,,T,EN,Central Wheatbelt,"Mukinbudin, Westonia,",,Endangered,EN,Endangered,,EN,WA
7282,Eremophila viscida,,T,EN,"Geraldton,Central Wheatbelt","Between Mullewa and Lake Hope, Ballidu",,Endangered,EN,Endangered,,EN,WA
13542,Eucalyptus articulata,,T,EN,Kalgoorlie,NW of Queen Victoria Spring,,Endangered,EN,Endangered,,EN,WA
5560,Eucalyptus beardiana,,T,EN,"Geraldton,Shark Bay","South of Shark Bay, Kalbarri NP",,Endangered,EN,Endangered,,EN,WA
5567,Eucalyptus brevipes,,T,EN,Central Wheatbelt,NE of Mukinbudin,,Endangered,EN,Endangered,,EN,WA
5606,Eucalyptus coronata,,T,EN,Albany,Fitzgerald River NP,,Endangered,EN,Endangered,,EN,WA
12885,Eucalyptus crispata,,T,EN,Moora,Three Springs-Jurien,,Endangered,EN,Endangered,,EN,WA
11294,Eucalyptus crucis subsp. crucis,,T,EN,"Kalgoorlie,Central Wheatbelt","Westonia, Southern Cross, Burracoppin, Ora Banda",,Endangered,EN,Endangered,,EN,WA
13526,Eucalyptus crucis subsp. praecipua,,T,EN,Geraldton,S of Paynes Find,,Endangered,EN,Endangered,,EN,WA
13510,Eucalyptus cuprea,,T,EN,Geraldton,Murchison River,,Endangered,EN,Endangered,,EN,WA
44538,Eucalyptus insularis subsp. continentalis,,T,EN,Esperance,E of Esperance,,Endangered,EN,Endangered,,EN,WA
5691,Eucalyptus lateritica,,T,EN,Moora,Jurien,,Endangered,EN,Endangered,,EN,WA
13543,Eucalyptus leprophloia,,T,EN,Moora,Jurien,,Endangered,EN,Endangered,,EN,WA
13040,Eucalyptus pruiniramis,,T,EN,Moora,Mogumber-Three Springs,,Endangered,EN,Endangered,,EN,WA
5208,Frankenia parvula,,T,EN,Central Wheatbelt,Mortlock River,,Endangered,EN,Endangered,,EN,WA
3888,Gastrolobium appressum,,T,EN,Moora,Watheroo-Marchagee,,Endangered,EN,Endangered,,EN,WA
19351,Gastrolobium humile,,T,EN,Albany,"South Stirling, Pallinup River",,Endangered,EN,Endangered,,EN,WA
436,Glyceria drummondii,,T,EN,Geraldton,Mingenew,,Endangered,EN,Endangered,,EN,WA
7491,Goodenia arthrotricha,,T,EN,"Moora,Perth Hills,Swan Coastal","Wannamal, Moora, Ellis Brook, Bindoon",,Endangered,EN,Endangered,,EN,WA
12526,Goodenia integerrima,,T,EN,Great Southern,Lake King,,Endangered,EN,Endangered,,EN,WA
19444,Grevillea acropogon,,T,EN,Donnelly,Unicup,,Endangered,EN,Endangered,,EN,WA
14010,Grevillea brachystylis subsp. australis,,T,EN,Blackwood,Scott River,,Endangered,EN,Endangered,,EN,WA
33580,Grevillea bracteosa subsp. bracteosa,,T,EN,"Moora,Perth Hills,Central Wheatbelt","Toodyay, Mogumber, Miling, Dalwalinu, Bindi Bindi, Piawanning",,Endangered,EN,Endangered,,EN,WA
1976,Grevillea christineae,,T,EN,"Moora,Perth Hills,Central Wheatbelt","Mortlock River, Goomalling, Watheroo, Upper Swan",,Endangered,EN,Endangered,,EN,WA
14409,Grevillea curviloba subsp. incurva,,T,EN,"Perth Hills,Swan Coastal","Muchea, Gingin",Name has changed on the WA Plant Census to Grevillea curviloba. Reference: No subspecies recognised. See B.J. Keighery et al. in W.Austral.Naturalist 31:125 (2020),Endangered,EN,Endangered,,EN,WA
14526,Grevillea elongata,,T,EN,Blackwood,"Ruabon, Abba SF, Whicher Range, Butler SF",,Endangered,EN,Endangered,,EN,WA
2024,Grevillea involucrata,,T,EN,Great Southern,"Hyden-Lake Magenta, Dragon Rocks",,Endangered,EN,Endangered,,EN,WA
2044,Grevillea murex,,T,EN,Moora,"Three Srings, Arrino",,Endangered,EN,Endangered,,EN,WA
14418,Grevillea rara,,T,EN,Wellington,Collie,,Endangered,EN,Endangered,,EN,WA
2125,Hakea aculeata,,T,EN,"Great Southern,Central Wheatbelt",Cunderdin-Brookton,,Endangered,EN,Endangered,,EN,WA
19686,Hibbertia priceana,,T,EN,"Albany,Great Southern","Ongerup, Dongolocking",,Endangered,EN,Endangered,,EN,WA
35071,Hypocalymma angustifolium subsp. Hutt River (S. Patrick 2982),,T,EN,"Moora,Geraldton","Arrino,  Kalbarri",,Endangered,EN,Endangered,,EN,WA
18522,Hypocalymma sp. Cascade (R. Bruhn 20896),,T,EN,Esperance,Cascade,Name changed on WA plant Census to Hypocalymma magnifica. Reference B.L. Rye et al. in Nuytsia 33: 243 (2022),Endangered,EN,Endangered,,EN,WA
19601,Hypocalymma sylvestre,,T,EN,Perth Hills,Chittering,,Endangered,EN,Endangered,,EN,WA
14750,Jacksonia quairading,,T,EN,Central Wheatbelt,Quairading,,Endangered,EN,Endangered,,EN,WA
19373,Jacksonia velveta,,T,EN,"Wellington,Great Southern","Collie Basin, Woodanilling, Narrogin",,Endangered,EN,Endangered,,EN,WA
33518,Kennedia lateritia,,T,EN,Blackwood,Augusta,,Endangered,EN,Endangered,,EN,WA
31151,Kunzea similis subsp. mediterranea,,T,EN,Albany,Bandalup Hill,,Endangered,EN,Endangered,,EN,WA
19186,Lambertia orbifolia subsp. Scott River Plains (L.W. Sage 684),,T,EN,Blackwood,Scott River,,Endangered,EN,Endangered,,EN,WA
5048,Lasiopetalum rotundifolium,,T,EN,"Moora,Great Southern","Brookton, (New Norcia)",,Endangered,EN,Endangered,,EN,WA
7570,Lechenaultia chlorantha,,T,EN,Geraldton,Kalbarri,,Endangered,EN,Endangered,,EN,WA
31764,Lepidosperma gibsonii,,T,EN,Geraldton,Mt Gibson,,Endangered,EN,Endangered,,EN,WA
942,Lepidosperma rostratum,,T,EN,Swan Coastal,"Cannington, Kenwick, Forrestdale Lake NR",,Endangered,EN,Endangered,,EN,WA
40802,Leucopogon nitidus,,T,EN,Geraldton,Geraldton,,Endangered,EN,Endangered,,EN,WA
36058,Leucopogon sp. Manypeaks (A.S. George 6488),,T,EN,Albany,Manypeaks,,Endangered,EN,Endangered,,EN,WA
17106,Macarthuria keigheryi,,T,EN,"Moora,Swan Coastal","Mullering Brook, Cooljarloo, Kewdale, Forrestfield",,Endangered,EN,Endangered,,EN,WA
25819,Marianthus paralius,,T,EN,Swan Coastal,Seabird,,Endangered,EN,Endangered,,EN,WA
5962,Melaleuca sciotostyla,,T,EN,Central Wheatbelt,"Wongan Hills, Cadoux",,Endangered,EN,Endangered,,EN,WA
33022,Melaleuca sp. Wanneroo (G.J. Keighery 16705),,T,EN,Swan Coastal,Wanneroo,,Endangered,EN,Endangered,,EN,WA
12738,Myoporum cordifolium,,T,EN,Albany,Ongerup-Jacup,,Endangered,EN,Endangered,,EN,WA
14521,Myoporum velutinum,,T,EN,Esperance,"Mungliginup Ck, Saddleback Hill",,Endangered,EN,Endangered,,EN,WA
13082,Myriophyllum lapidicola,,T,EN,"Kalgoorlie,Central Wheatbelt","NW of Chiddarcooping Hill, Yowie Rock, Jaurdi, Yanneymooning",,Endangered,EN,Endangered,,EN,WA
36201,Ornduffia calthifolia,,T,EN,Albany,Porongurup Range,,Endangered,EN,Endangered,,EN,WA
11511,Pandanus spiralis var. flammeus,,T,EN,West Kimberley,SE of Broome,,Endangered,EN,Endangered,,EN,WA
29612,Patersonia spirifolia,,T,EN,Moora,Badgingarra,,Endangered,EN,Endangered,,EN,WA
18517,Philotheca falcata,,T,EN,Central Wheatbelt,Yellowdine,,Endangered,EN,Endangered,,EN,WA
18505,Philotheca wonganensis,,T,EN,"Geraldton,Central Wheatbelt","Wongan Hills, Northampton",,Endangered,EN,Endangered,,EN,WA
50097,Quoya zonalis,,T,EN,Karratha,Marble Bar,,Endangered,EN,Endangered,,EN,WA
958,Reedia spathacea,,T,EN,"Blackwood,Donnelly,Frankland","Warren, Careys Flat, Blackwood River, Walpole-Nornalup",,Endangered,EN,Endangered,,EN,WA
14225,Ricinocarpos brevis,,T,EN,Kalgoorlie,"Diemals, Perrinvale, Windarling",,Endangered,EN,Endangered,,EN,WA
13356,Schoenia filifolia subsp. subulifolia,,T,EN,Geraldton,"Champion Bay, Geraldton",,Endangered,EN,Endangered,,EN,WA
6468,Sphenotoma drummondii,,T,EN,"Albany,Frankland","Stirling Range N.P., Mt Frankland, Porongurup R.",,Endangered,EN,Endangered,,EN,WA
40700,Stylidium asymmetricum,,T,EN,Perth Hills,Wandoo N.P.,,Endangered,EN,Endangered,,EN,WA
23472,Stylidium coroniforme subsp. amblyphyllum,,T,EN,Central Wheatbelt,Quairading,,Endangered,EN,Endangered,,EN,WA
23471,Stylidium coroniforme subsp. coroniforme,,T,EN,"Geraldton,Central Wheatbelt","Wongan Hills, Latham",,Endangered,EN,Endangered,,EN,WA
49811,Styphelia marginata,,T,EN,Geraldton,"Arrino, Burma Road",,Endangered,EN,Endangered,,EN,WA
49814,Styphelia obtecta,,T,EN,Moora,Eneabba,,Endangered,EN,Endangered,,EN,WA
16374,Synaphea quartzitica,,T,EN,Moora,Moora,,Endangered,EN,Endangered,,EN,WA
30751,Synaphea sp. Pinjarra Plain (A.S. George 17182),,T,EN,Swan Coastal,"Mundijong, Serpentine",,Endangered,EN,Endangered,,EN,WA
20761,Tetratheca erubescens,,T,EN,Kalgoorlie,Koolyanobbing,,Endangered,EN,Endangered,,EN,WA
23989,Tetratheca nephelioides,,T,EN,Moora,Eneabba,,Endangered,EN,Endangered,,EN,WA
10862,Thelymitra stellata,,T,EN,"Moora,Perth Hills,Great Southern","Perth-Three Springs, Pinjarra, Dumbleyung, Corrigin, Bungendore Park, Unnamed Shire Reserve 34155, Hartfield Rd, Mt Peron, Jurien Bay, Mt Lesueur NP, Arthur River, Coomallo NR, Julimar, Chittering, Armadale",,Endangered,EN,Endangered,,EN,WA
