scientificName,vernacularName,category,generalisation
Verticordia dasystylis subsp. kalbarriensis,,P2,10 km
Verticordia dasystylis subsp. oestopoia,,P1,10 km
Verticordia densiflora var. pedunculata,,EN,10 km
Verticordia densiflora var. roseostella,,P3,10 km
Verticordia dichroma var. dichroma,,P3,10 km
Verticordia dichroma var. syntoma,,P3,10 km
Verticordia elizabethiae,,P1,10 km
Verticordia endlicheriana var. angustifolia,,P3,10 km
Verticordia fimbrilepis subsp. australis,,EN,10 km
Verticordia fimbrilepis subsp. fimbrilepis,,VU,10 km
Verticordia fragrans,,P3,10 km
Verticordia galeata,,P2,10 km
Verticordia gracilis,,P3,10 km
Verticordia halophila,,P2,10 km
Verticordia harveyi,,P4,10 km
Verticordia helichrysantha,,VU,10 km
Verticordia huegelii var. tridens,,P3,10 km
Verticordia hughanii,,EN,10 km
Verticordia insignis subsp. eomagis,,P3,10 km
Verticordia integra,,P4,10 km
Verticordia jamiesonii,,P3,10 km
Verticordia lehmannii,,P4,10 km
Verticordia lepidophylla var. quantula,,P1,10 km
Verticordia lindleyi subsp. lindleyi,,P4,10 km
Verticordia longistylis,,P3,10 km
Verticordia luteola var. luteola,,P3,10 km
Verticordia luteola var. rosea,,P1,10 km
Verticordia mirabilis,,P1,10 km
Verticordia mitchelliana subsp. mitchelliana,,P3,10 km
Verticordia mitodes,,P3,10 km
Verticordia muelleriana subsp. minor,,P2,10 km
Verticordia muelleriana subsp. muelleriana,,P3,10 km
Verticordia multiflora subsp. solox,,P2,10 km
Verticordia paludosa,,P4,10 km
Verticordia penicillaris,,P4,10 km
Verticordia pityrhops,,EN,10 km
Verticordia plumosa var. ananeotes,,CR,10 km
Verticordia plumosa var. vassensis,,EN,10 km
Verticordia polytricha,,P4,10 km
Verticordia pulchella,,P2,10 km
Verticordia roei subsp. meiogona,,P1,10 km
Verticordia rutilastra,,P3,10 km
Verticordia serotina,,P2,10 km
Verticordia serrata var. Udumung (D. Hunter & B. Yarran 941006),,P2,10 km
Verticordia serrata var. linearis,,P3,10 km
Verticordia setacea,,P2,10 km
Verticordia sieberi var. pachyphylla,,P1,10 km
Verticordia sp. Dundas (C.A. Gardner 2848),,P1,10 km
Verticordia spicata subsp. squamosa,,CR,10 km
Verticordia staminosa subsp. cylindracea var. cylindracea,,VU,10 km
Verticordia staminosa subsp. cylindracea var. erecta,,CR,10 km
Verticordia staminosa subsp. staminosa,,CR,10 km
Verticordia stenopetala,,P3,10 km
Verticordia venusta,,P3,10 km
Verticordia verticordina,,P3,10 km
Verticordia wonganensis,,P2,10 km
Verticordia x eurardyensis,,P1,10 km
Vigna triodiophila,,P3,10 km
Vincetoxicum polyanthum,,P1,10 km
Viscum articulatum,,P1,10 km
Viscum ovalifolium,,P1,10 km
Viscum whitei subsp. flexicaule,,P2,10 km
Vittadinia blackii,,P2,10 km
Vittadinia cervicularis var. occidentalis,,P1,10 km
Vittadinia cervicularis var. oldfieldii,,P1,10 km
Vittadinia pustulata,,P3,10 km
Vittadinia sp. A Kimberley Flora (R.J. Cranfield 6527),,P3,10 km
Vittadinia sp. Coondewanna Flats (S. van Leeuwen 4684),,P3,10 km
Walteranthus erectus,,P2,10 km
Warnstorfia fluitans,,P2,10 km
Westringia acifolia,,P1,10 km
Westringia fitzgeraldensis,,P2,10 km
Westringia ophioglossa,,P1,10 km
Whiteochloa capillipes,,P1,10 km
Whiteochloa sp. Hann River (Aplin et al. 917),,P1,10 km
Wurmbea calcicola,,VU,10 km
Wurmbea fluviatilis,,P2,10 km
Wurmbea murchisoniana,,P4,10 km
Wurmbea saccata,,P3,10 km
Wurmbea sp. Cranbrook (A.R. Annels 3819),,P3,10 km
Wurmbea sp. Denham Pool (F. Hort et al. 2216),,P1,10 km
Wurmbea sp. Muggon (T.D. Macfarlane & R. Davis TDM 3336),,P1,10 km
Wurmbea tubulosa,,VU,10 km
Xanthoparmelia darlingensis,,P1,10 km
Xanthoparmelia dayiana,,P3,10 km
Xanthoparmelia fumigata,,P2,10 km
Xanthoparmelia gerhardii,,P2,10 km
Xanthoparmelia hypoleiella,,P3,10 km
Xanthoparmelia kondininensis,,P2,10 km
Xanthoparmelia louisii,,P2,10 km
Xanthoparmelia nashii,,P3,10 km
Xanthoparmelia norpraegnans,,P2,10 km
Xanthoparmelia norpumila,,P2,10 km
Xanthoparmelia sammyi,,P1,10 km
Xanthoparmelia sargentii,,P1,10 km
Xanthoparmelia scabrosina,,P1,10 km
Xanthoparmelia subalpina,,P2,10 km
Xanthoparmelia subbarbatica,,P1,10 km
Xanthoparmelia subimitatrix,,P3,10 km
Xanthoparmelia xanthomelanoides,,P2,10 km
Xanthorrhoea brevistyla,,P4,10 km
Xanthosia collina,,P3,10 km
Xanthosia eichleri,,P4,10 km
Xanthosia peduncularis,,P3,10 km
Xanthosia tomentosa,,P4,10 km
Xanthostemon psidioides,,P2,10 km
Xanthostemon umbrosus,,P1,10 km
Xerochrysum boreale,,P3,10 km
Xyris exilis,,EN,10 km
Xyris maxima,,P2,10 km
Zehneria mucronata,,P1,10 km
Zeuxine oblonga,,P2,10 km
Zornia areolata,,P1,10 km
Zornia sp. West Kimberley (C.A. Gardner 9942),,P3,10 km
Abebaioscia troglodytes,Pannikin Plain Cave isopod,VU,10 km
Acanthophis antarcticus,southern death adder,P3,10 km
Acercella poorginup,Poorginup Swamp watermite,P2,10 km
Acizzia mccarthyi,McCarthy's plant-louse,VU,10 km
Acizzia veski,Vesk's plant-louse,VU,10 km
Acrocephalus orientalis,oriental reed-warbler,MI,10 km
Actitis hypoleucos,common sandpiper,MI,10 km
Aipysurus apraefrontalis,short-nosed seasnake,CR,10 km
Aipysurus foliosquama,leaf-scaled seasnake,CR,10 km
Amplirhagada astuta,a camaenid land snail (Koolan and Molema Islands),VU,10 km
Amplirhagada herbertena,Herbert's camaenid land snail (Buccaneer Archipelago),P1,10 km
Amplirhagada montalivetensis,Montalivet Island camaenid land snail,P1,10 km
Amplirhagada novelta,a camaenid land snail (Napier-Broome Bay),P1,10 km
Amplirhagada questroana,El Questro Station camaenid land snail,P1,10 km
Amytornis housei,black grasswren,P4,10 km
Amytornis striatus striatus,striated grasswren (sandplain),P4,10 km
Amytornis textilis textilis,western grasswren,P4,10 km
Anilios ganei,Gane's blind snake (Pilbara),P1,10 km
Anilios howi,Kimberley deep-soil blind snake (Admiralty Gulf),P2,10 km
Anilios longissimus,Barrow Island blind snake,P2,10 km
Anilios margaretae,buff snouted blind snake (Lake Throssell),P2,10 km
Anilios micromma,small-eyed blind snake (Leopold Downs),P1,10 km
Anilios sp. 'Cape Range',Cape Range blind snake,P1,10 km
Anilios splendidus,splendid blind snake (North West Cape),P2,10 km
Anilios troglodytes,Sandamara blind snake (Napier Range),P1,10 km
Anilios yampiensis,Yampi blind snake (Yampi Sound),P2,10 km
Anous stolidus,common noddy,MI,10 km
Anous tenuirostris melanops,Australian lesser noddy,EN,10 km
Anoxypristis cuspidata,narrow sawfish,MI,10 km
Antichiropus sp. 'DIP004',Roy Hill Antichiropus millipede,P1,10 km
Antichiropus sp. 'DIP005',Abydos Antichiropus millipede,P1,10 km
Antichiropus sp. 'DIP006',Area C Antichiropus millipede,P1,10 km
Antichiropus sp. 'DIP007',Bond's Antichiropus millipede,P1,10 km
Antichiropus sp. 'DIP008',Flinders Antichiropus millipede,P1,10 km
Antichiropus sp. 'DIP013',Cloudbreak Antichiropus millipede,P1,10 km
Antichiropus sp. 'DIP029',Mt Bruce Antichiropus millipede,P1,10 km
Antipodogomphus hodgkini,Pilbara dragonfly,P3,10 km
Aprasia haroldi,Shark Bay worm-lizard,P1,10 km
Aprasia rostrata,Ningaloo worm lizard,P3,10 km
Apus pacificus,fork-tailed swift,MI,10 km
Arctocephalus forsteri,"New Zealand fur seal, long-nosed fur seal",OS,10 km
Arctocephalus tropicalis,Subantarctic fur seal,VU,10 km
Ardenna carneipes,flesh-footed shearwater,VU,10 km
Ardenna grisea,sooty shearwater,MI,10 km
Ardenna pacifica,wedge-tailed shearwater,MI,10 km
Ardenna tenuirostris,short-tailed shearwater,MI,10 km
Arenaria interpres,ruddy turnstone,MI,10 km
Aspidites ramsayi (southwest subpopulation),woma (southwest subpopulation),P1,10 km
Atelomastix anancita,Cape Arid atelomastix millipede,VU,10 km
Atelomastix brennani,Brennan’s atelomastix millipede,VU,10 km
Atelomastix culleni,Cullen’s atelomastix millipede,VU,10 km
Atelomastix danksi,Toolbrunup atelomastix millipede,VU,10 km
Atelomastix dendritica,Recherche atelomastix millipede,VU,10 km
Atelomastix flavognatha,yellow jawed atelomastix millipede,VU,10 km
Atelomastix grandis,Le Grand atelomastix millipede,VU,10 km
Atelomastix julianneae,Waldock’s atelomastix millipede,VU,10 km
Atelomastix lengae,Leng’s atelomastix millipede,VU,10 km
Atelomastix longbottomi,Longbottom’s atelomastix millipede,VU,10 km
Atelomastix melindae,Moir’s atelomastix millipede,VU,10 km
Atelomastix poustiei,Wedge Hill atelomastix millipede,VU,10 km
Atelomastix priona,saw atelomastix millipede,VU,10 km
Atelomastix sarahae,Comer’s atelomastix millipede,VU,10 km
Atelomastix tigrina,striped atelomastix millipede,VU,10 km
Atelomastix tumula,Bluff Knoll atelomastix millipede,VU,10 km
Atrichornis clamosus,"noisy scrub-bird, tjimiluk",EN,10 km
Australotomurus morbidus,"cemetery springtail, Guildford springtail",P3,10 km
Austroassiminea letha,Cape Leeuwin freshwater snail,VU,10 km
Austroconops mcmillani,McMillan's biting midge (Swan Coastal Plain),P2,10 km
Austrosaga spinifer,spiny katydid (Swan Coastal Plain),P2,10 km
Balaenoptera bonaerensis,Antarctic minke whale,MI,10 km
Balaenoptera borealis,sei whale,EN,10 km
Balaenoptera edeni,Bryde's whale,MI,10 km
Balaenoptera musculus,blue whale,EN,10 km
Balaenoptera physalus,fin whale,EN,10 km
Bamazomus subsolanus,eastern Cape Range bamazomus,EN,10 km
Bamazomus vespertinus,western Cape Range bamazomus,EN,10 km
Baudinella baudinensis,Baudin Island camaenid land snail,P3,10 km
Bertmainius colonus,Eastern Stirling Range pygmy trapdoor spider,VU,10 km
Bertmainius monachus,Talyuberlup pygmy trapdoor spider,EN,10 km
Bertmainius mysticus,mystical pygmy trapdoor spider,P2,10 km
Bertmainius opimus,western pygmy trapdoor spider,P3,10 km
Bertmainius pandus,Toolbrunup pygmy trapdoor spider,CR,10 km
Bertmainius tingle,Tingle pygmy trapdoor spider,EN,10 km
Bertmainius tumidus,thick-legged pygmy trapdoor spider,EN,10 km
Bettongia anhydra,desert bettong,EX,10 km
Bettongia lesueur graii,"burrowing bettong (inland), boodie (inland)",EX,10 km
Bettongia lesueur lesueur,"Shark Bay burrowing bettong, boodie (Shark Bay)",CD,10 km
Bettongia lesueur subsp. (Barrow and Boodie Islands),"Barrow Island burrowing bettong, boodie (Barrow and Boodie Islands)",CD,10 km
Bettongia penicillata ogilbyi,"woylie, brush-tailed bettong",CR,10 km
Bettongia pusilla,Nullarbor dwarf bettong,EX,10 km
Bogidomma australis,Barrow Island bogidomma amphipod,VU,10 km
Botaurus poiciloptilus,Australasian bittern,EN,10 km
Bothriembryon bradshawi,Bradshaw's bothriembryontid land snail (Tambellup),P3,10 km
Bothriembryon brazieri,Brazier's bothriembryontid land snail (Sitrling Ranges and Porongorups),P2,10 km
Bothriembryon glauerti,a bothriembryontid land snail (Stirling Ranges),P2,10 km
Bothriembryon irvineanus,Irvine's bothriembryontid land snail (Cape Naturaliste),P2,10 km
Bothriembryon perobesus,a bothriembryontid land snail (Moore River),P1,10 km
Bothriembryon praecelsus,a bothriembryontid land snail (Kellerberrin),EX,10 km
Bothriembryon whitleyi,Whitley's bothriembryontid land snail (Geraldton),EX,10 km
Branchinella apophysata,a fairy shrimp (Laverton),P1,10 km
Branchinella basispina,a fairy shrimp (Balladonia-Norseman),P3,10 km
Branchinella denticulata,a fairy shrimp (Carnavon to Kalgoorlie),P3,10 km
Branchinella simplex,a fairy shrimp (inland WA),P1,10 km
Branchinella wellardi,a fairy shrimp (Carnarvon and Murchison),P3,10 km
Budginmaya eulae,Eula's planthopper,P1,10 km
Bulweria bulwerii,Bulwer's petrel,MI,10 km
Bunderia misophaga,a copepod (Bundera Sinkhole),CR,10 km
Cacatua pastinator pastinator,Muir's corella,CD,10 km
Calamanthus campestris dorrie,Dorre Island rufous fieldwren,VU,10 km
Calamanthus campestris hartogi,Dirk Hartog Island rufous fieldwren,VU,10 km
Calamoecia elongata,a copepod (Northcliffe),P3,10 km
Calidris acuminata,sharp-tailed sandpiper,MI,10 km
Calidris alba,sanderling,MI,10 km
Calidris canutus,red knot,EN,10 km
Calidris ferruginea,curlew sandpiper,CR,10 km
Calidris melanotos,pectoral sandpiper,MI,10 km
Calidris ruficollis,red-necked stint,MI,10 km
Calidris subminuta,long-toed stint,MI,10 km
Calidris tenuirostris,great knot,CR,10 km
Calonectris leucomelas,streaked shearwater,MI,10 km
Calyptorhynchus banksii naso,forest red-tailed black cockatoo,VU,10 km
Calyptorhynchus baudinii,Baudin's cockatoo,EN,10 km
Calyptorhynchus latirostris,Carnaby's cockatoo,EN,10 km
Caperea marginata,pygmy right whale,MI,10 km
Carcharhinus falciformis,silky shark,MI,10 km
Carcharias taurus,grey nurse shark,VU,10 km
Carcharodon carcharias,great white shark,VU,10 km
Caretta caretta,loggerhead turtle,EN,10 km
Carinotrachia carsoniana,Carson River camaenid land snail,VU,10 km
Cecropis daurica,red-rumped swallow,MI,10 km
Cereopsis novaehollandiae grisea,Recherche Cape Barren goose,VU,10 km
Cetorhinus maximus,basking shark,MI,10 km
Chaeropus ecaudatus,"pig-footed bandicoot, kantjilpa",EX,10 km
Chaeropus yirratji ,"northern pig-footed bandicoot, yirratji",EX,10 km
Charadrius bicinctus,double-banded plover,MI,10 km
Charadrius dubius,little ringed plover,MI,10 km
Charadrius leschenaultii,"greater sand plover, large sand plover",VU,10 km
Charadrius mongolus,lesser sand plover,EN,10 km
Charadrius veredus,oriental plover,MI,10 km
Chelonia mydas,green turtle,VU,10 km
Cherax tenuimanus,Margaret River hairy marron,CR,10 km
Chlidonias leucopterus,white-winged black tern,MI,10 km
Christinus sp. 'Cape Le Grand',Cape Le Grand gecko,P2,10 km
Conilurus penicillatus penicillatus,"brush-tailed rabbit-rat, pakooma",VU,10 km
Craterocephalus helenae,Drysdale hardyhead,P2,10 km
Craterocephalus lentiginosus,Prince Regent hardyhead,P2,10 km
Crenadactylus sp. 'Cape Range',Cape Range Crenadactylus,P2,10 km
Crinia fimbriata,Kimberley froglet,P3,10 km
Cristilabrum bubulum,a camaenid land snail (Ningbing Ranges),EN,10 km
Cristilabrum buryillum,Buryill Point camaenid land snail (Ningbing Ranges),CR,10 km
Cristilabrum grossum,a camaenid land snail (Ningbing Ranges),CR,10 km
Cristilabrum isolatum,a camaenid land snail (Sandy Creek),EN,10 km
Cristilabrum monodon,a camaenid land snail (Ningbing Ranges),CR,10 km
Cristilabrum primum,a camaenid land snail (Ningbing Ranges),CR,10 km
Cristilabrum rectum,a camaenid land snail (central Ningbing Ranges),CR,10 km
Cristilabrum simplex,a camaenid land snail (Ningbing Ranges),CR,10 km
Cristilabrum solitudum,a camaenid land snail (Ningbing Ranges),CR,10 km
Cristilabrum spectaculum,a camaenid land snail (Jeremiah Hills),EN,10 km
Crocodylus johnstoni,Australian freshwater crocodile,OS,10 km
Crocodylus porosus,saltwater crocodile,MI,10 km
Cryptagama aurita,gravel dragon,P1,10 km
Ctenophorus nguyarna,Lake Disappointment dragon,P1,10 km
Ctenophorus yinnietharra,Yinnietharra rock dragon,VU,10 km
Ctenotus angusticeps,"Airlie Island Ctenotus, Northwestern coastal Ctenotus",P3,10 km
Ctenotus decaneurus yampiensis,Yampi Ctenotus,P2,10 km
Ctenotus delli,"Dell's skink, Darling Range southwest Ctenotus",P4,10 km
Ctenotus gemmula (Swan Coastal Plain subpopulation),jewelled southwest Ctenotus (Swan Coastal Plain subpopulation),P3,10 km
Ctenotus lancelini,Lancelin Island skink,VU,10 km
Ctenotus nigrilineatus,pin-striped finesnout Ctenotus,P1,10 km
Ctenotus ora,Coastal Plains skink,P3,10 km
Ctenotus uber johnstonei,spotted Ctenotus (northeast),P2,10 km
Ctenotus zastictus,Hamelin ctenotus,VU,10 km
Cuculus optatus,oriental cuckoo,MI,10 km
Cyclodomorphus branchialis,gilled slender blue-tongue,VU,10 km
Cyliosoma sarahae,Sarah's pill millipede,VU,10 km
Cynotelopus notabilis,Western Australian pill millipede,EN,10 km
Damochlora millepunctata,a camaenid land snail (Admiralty Gulf),P1,10 km
Damochlora spina,a camaenid land snail (Kalumburu),P3,10 km
Daphnia jollyi,a water flea (inland south west),P1,10 km
Daphnia occidentalis,a water flea (Karri forests),P3,10 km
Dasycercus blythi,brush-tailed mulgara,P4,10 km
Dasycercus cristicauda,"crest-tailed mulgara, Minyiminyi",P4,10 km
Dasyornis broadbenti litoralis,rufous bristlebird,EX,10 km
Dasyornis longirostris,western bristlebird,EN,10 km
Dasyurus geoffroii,"chuditch, western quoll",VU,10 km
Dasyurus hallucatus,northern quoll,EN,10 km
Delma concinna major,javelin legless lizard (Shark Bay),P1,10 km
Dermochelys coriacea,leatherback turtle,VU,10 km
Diomedea amsterdamensis ,Amsterdam albatross,CR,10 km
Diomedea antipodensis,Antipodean albatross,MI,10 km
Diomedea antipodensis gibsoni,Gibson's albatross,EN,10 km
Diomedea dabbenena,Tristan albatross,CR,10 km
Diomedea epomophora,southern royal albatross,VU,10 km
Diomedea exulans,wandering albatross,VU,10 km
Diomedea sanfordi,northern royal albatross,EN,10 km
Diplodactylus capensis,Cape Range stone gecko,P2,10 km
Diplodactylus fulleri,Lake Disappointment ground gecko,P1,10 km
Diplodactylus kenneallyi,Kenneally's gecko (Lake Buchanan),P2,10 km
Diporiphora convergens,Crystal Creek two-lined dragon,P2,10 km
Draculoides bramstokeri,Barrow Island draculoides,VU,10 km
Draculoides brooksi,northern Cape Range draculoides,EN,10 km
Draculoides julianneae,western Cape Range draculoides,EN,10 km
Draculoides mesozeirus,Middle Robe draculoides,VU,10 km
Dugong dugon,dugong,MI,10 km
Dupucharopa millestriata,Depuch Island charopid land snail,P2,10 km
Egernia stokesii badia,western spiny-tailed skink,VU,10 km
Egernia stokesii stokesii,Houtman Abrolhos spiny-tailed skink,P4,10 km
Elanus scriptus,letter-winged kite,P4,10 km
Elapognathus minor,short-nosed snake,P2,10 km
Engaewa pseudoreducta,Margaret River burrowing crayfish,CR,10 km
Engaewa reducta,Dunsborough burrowing crayfish,EN,10 km
Engaewa walpolea,Walpole burrowing crayfish,EN,10 km
Eretmochelys imbricata,hawksbill turtle,VU,10 km
Erythrotriorchis radiatus,red goshawk,VU,10 km
Erythrura gouldiae,Gouldian finch,P4,10 km
Eubalaena australis,southern right whale,VU,10 km
Euoplos inornatus,inornate trapdoor spider (northern Jarrah Forest),P3,10 km
Falco hypoleucos,grey falcon,VU,10 km
Falco peregrinus,peregrine falcon,OS,10 km
Falcunculus frontatus whitei,crested shrike-tit (northern),P3,10 km
Falsistrellus mackenziei,"western false pipistrelle, western falsistrelle",P4,10 km
Fibulacamptus bisetosus,a non-marine Harpacticoid copepod (Muirillup Rock),P2,10 km
Fregata andrewsi,Christmas Island frigatebird,MI,10 km
Fregata ariel,lesser frigatebird,MI,10 km
Fregata minor,great frigatebird,MI,10 km
Galaxias truttaceus (Western Australian population),"western trout minnow, western spotted galaxias",EN,10 km
Galaxiella munda,"mud minnow, western dwarf galaxias",VU,10 km
Galaxiella nigrostriata,"black-stripe minnow, black-striped dwarf galaxias",EN,10 km
Gallinago hardwickii,Latham's snipe,MI,10 km
Gallinago megala,Swinhoe's snipe,MI,10 km
Gallinago stenura,pin-tailed snipe,MI,10 km
Gelochelidon nilotica,gull-billed tern,MI,10 km
Geocrinia alba,white-bellied frog,CR,10 km
Geocrinia lutea,Nornalup frog,P4,10 km
Geocrinia vitellina,orange-bellied frog,VU,10 km
Geophaps smithii blaauwi,partridge pigeon (western),VU,10 km
Geophaps smithii smithii,partridge pigeon (eastern),P4,10 km
Geotria australis,pouched lamprey,P3,10 km
Glacidorbis occidentalis,Jarrah forest freshwater snail,P3,10 km
Glareola maldivarum,oriental pratincole,MI,10 km
Glossurocolletes bilobatus,a short-tongued bee (southwest),P2,10 km
Glyphis garricki,northern river shark,P1,10 km
Hadra wilsoni,Wilson's camaenid land snail (Prince Regent),P2,10 km
Hannia greenwayi,Greenway's grunter,P1,10 km
Helicarion castanea,a helicarionid land snail,EX,10 km
Hemisaga lucifer,Devil's Slide katydid (Porongorup),P2,10 km
Hemisaga vepreculae,thorny bush katydid (Moora),P2,10 km
Hephaestus epirrhinos,long-nose sooty grunter,P2,10 km
Hesperocolletes douglasi,Douglas's broad-headed bee,CR,10 km
Hipposideros stenotis,northern leaf-nosed bat,P2,10 km
Hirundapus caudacutus,white-throated needletail,MI,10 km
Hirundo rustica,barn swallow,MI,10 km
Hurleya sp. (WAM C23193),Crystal Cave crangonyctoid,CR,10 km
Hydrobates matsudairae,Matsudaira's storm-petrel,MI,10 km
Hydrobates monorhis,Swinhoe's storm-petrel,MI,10 km
Hydromys chrysogaster,"water-rat, rakali",P4,10 km
Hydroprogne caspia,Caspian tern,MI,10 km
Hylaeus globuliferus,woolybush bee,P3,10 km
Hypseleotris aurea,golden gudgeon,P2,10 km
Ideoblothrus linnaei,Linnaeus' pseudoscorpion (Mesa A),P1,10 km
Ideoblothrus sp. 'Mesa A' (WAM T81374),an Ideoblothrus pseudoscorpion (Mesa A),P1,10 km
Idiosoma arenaceum,Geraldton Sandplain shield-backed trapdoor spider,P3,10 km
Idiosoma castellum,tree-stem trapdoor spider,P4,10 km
Idiosoma clypeatum,northern shield-backed trapdoor spider,P3,10 km
Idiosoma dandaragan,Dandaragan Plateau shield-backed trapdoor spider,P2,10 km
Idiosoma formosum,ornate shield-backed trapdoor spider,EN,10 km
Idiosoma gardneri,Mt Lesueur shield-backed trapdoor spider,P2,10 km
Idiosoma gutharuka,Gutha Pintharuka shield-backed trapdoor spider,P1,10 km
Idiosoma incomptum,Carnarvon shield-backed trapdoor spider,P3,10 km
Idiosoma intermedium,Coolgardie shield-backed trapdoor spider,P3,10 km
Idiosoma kopejtkaorum,Lake Goorly shield-backed trapdoor spider,EN,10 km
Idiosoma kwongan,Kwongan heath shield-backed trapdoor spider,P1,10 km
Idiosoma mcclementsorum,Julimar shield-backed trapdoor spider,P2,10 km
Idiosoma mcnamarai,Central-eastern Wheatbelt shield-backed trapdoor spider,P1,10 km
Idiosoma nigrum,shield-backed trapdoor spider,EN,10 km
Idiosoma schoknechtorum,Mortlock River shield-backed trapdoor spider,P3,10 km
Idiosoma sigillatum,Swan Coastal Plain shield-backed trapdoor spider,P3,10 km
Indohya damocles,Cameron's Cave pseudoscorpion,CR,10 km
Isoodon auratus auratus,"golden bandicoot (mainland), wintarru",VU,10 km
Isoodon auratus barrowensis,Barrow Island golden bandicoot,VU,10 km
Isoodon fusciventer,"quenda, southwestern brown bandicoot",P4,10 km
Isurus oxyrinchus,shortfin mako,MI,10 km
Isurus paucus,longfin mako,MI,10 km
Ixalodectes flectocercus,Beverley shield-back,P3,10 km
Ixobrychus dubius,Australian little bittern,P4,10 km
Ixobrychus flavicollis australis (southwest subpopulation),black bittern (southwest subpopulation),P2,10 km
Jalmenus aridus,"inland hairstreak, desert blue butterfly",P1,10 km
Kawaniphila pachomai,grey vernal katydid (southwest),P1,10 km
Kimberleyeleotris hutchinsi,Mitchell gudgeon,P2,10 km
Kimberleyeleotris notata,Drysdale gudgeon,P2,10 km
Kimboraga exanimus,lifeless camaenid land snail (Prince Regenet),P3,10 km
Kimboraga micromphala,a camaenid land snail (Windjana and Geiki Gorges),P2,10 km
Kimboraga yammerana,Yammera Gap camaenid land snail (Napier Range),P1,10 km
Kumonga exleyi,Cape Range remipede,CR,10 km
Kwonkan eboracum,Yorkrakine trapdoor spider,CR,10 km
Kwonkan moriartii,Moriarty's trapdoor spider,P2,10 km
Lagenodelphis hosei,Fraser's dolphin,MI,10 km
Lagenorhynchus obscurus,dusky dolphin,MI,10 km
Lagorchestes asomatus,"central hare-wallaby, kuluwarri",EX,10 km
Lagorchestes conspicillatus conspicillatus,Barrow Island spectacled hare-wallaby,VU,10 km
Lagorchestes conspicillatus leichardti,spectacled hare-wallaby (mainland),P4,10 km
Lagorchestes hirsutus bernieri,"Shark Bay rufous hare-wallaby, rufous hare-wallaby (Bernier and Dorre Islands)",VU,10 km
Lagorchestes hirsutus hirsutus,rufous hare-wallaby (south-western),EX,10 km
Lagorchestes hirsutus subsp. (Central Australia),"rufous hare-wallaby (Central Australia), mala",EN,10 km
Lagostrophus fasciatus fasciatus,"banded hare-wallaby, mernine",VU,10 km
Lagynochthonius asema,Mesa A Lagynochthonius pseudoscorpion,P1,10 km
Lamna nasus,"porbeagle, mackerel shark",MI,10 km
Leggadina lakedownensis,"northern short-tailed mouse, Lakeland Downs mouse, kerakenga",P4,10 km
Leiopotherapon aheneus,Fortescue grunter,P4,10 km
Leiopotherapon macrolepis,large-scale grunter,P2,10 km
Leioproctus contrarius,a short-tongued bee,P3,10 km
Leioproctus douglasiellus,a short-tongued bee,EN,10 km
Leipoa ocellata,malleefowl,VU,10 km
Lepidochelys olivacea,olive ridley turtle,EN,10 km
Lepidogalaxias salamandroides,salamanderfish,EN,10 km
Leporillus apicalis,lesser stick-nest rat,EX,10 km
Leporillus conditor,"greater stick-nest rat, wopilkara",CD,10 km
Lerista allochira,Cape Range slider,P3,10 km
Lerista axillaris,striped-sided robust slider (Kalbarri),P2,10 km
Lerista bunglebungle,Bungle Bungle robust slider,P2,10 km
Lerista eupoda,West Coast mulga slider,P1,10 km
Lerista haroldi,Gnaraloo mulch slider,P1,10 km
Lerista humphriesi,taper-tailed West Coast slider (Murchison River),P3,10 km
Lerista kalumburu,Kalumburu Kimberley slider,P2,10 km
Lerista lineata,"Perth slider, lined skink",P3,10 km
Lerista macropisthopus remota,unpatterned robust slider (Robertson Range),P2,10 km
Lerista nevinae,Nevin's slider,EN,10 km
Lerista planiventralis maryani,Maryan's keeled slider (Ashburton),P1,10 km
Lerista praefrontalis,"Buccaneer burrowing skink, Yampi sandslider",P1,10 km
Lerista puncticauda,dotty-tailed robust slider (Great Victoria Desert),P2,10 km
Lerista quadrivincula,four-lined slider (Karratha),P1,10 km
Lerista robusta,broad-eyed slider (Kimberley),P1,10 km
Lerista separanda,Dampierland plain slider,P2,10 km
Lerista viduata,Ravensthorpe range slider,P1,10 km
Lerista yuna,Yuna broad-blazed slider,P3,10 km
Lewinia pectoralis clelandi,"Western Australian Lewin's rail, Lewin's rail (western)",EX,10 km
Liagoceradocus branchialis,Cape Range liagoceradocus amphipod,EN,10 km
Liagoceradocus subthalassicus,Barrow Island liagoceradocus amphipod,VU,10 km
Liasis olivaceus barroni,Pilbara olive python,VU,10 km
Limicola falcinellus,broad-billed sandpiper,MI,10 km
Limnodromus semipalmatus,Asian dowitcher,MI,10 km
Limosa lapponica,bar-tailed godwit,MI,10 km
Limosa lapponica baueri,bar-tailed godwit (Western Alaskan),VU,10 km
Limosa lapponica menzbieri,bar-tailed godwit (Northern Siberian),CR,10 km
Limosa limosa,black-tailed godwit,MI,10 km
Liopholis kintorei,great desert skink,VU,10 km
Liopholis pulchra longicauda,Jurien Bay skink,VU,10 km
Macroderma gigas,ghost bat,VU,10 km
Macronectes giganteus,southern giant petrel,MI,10 km
Macronectes halli,northern giant petrel,MI,10 km
Macrotis lagotis,"bilby, dalgyte, ninu",VU,10 km
Macrotis leucura,"lesser bilby, tjunpi",EX,10 km
Malurus coronatus coronatus,purple-crowned fairy-wren (western),EN,10 km
